Subscription type: 4
Trying 127.0.0.1:40001...
Connected to 127.0.0.1:40001
Message_type information: P - Market status, M - Quote, T - Trade

T, 109404, REL, 9504.5

T, 109405, REL, 9505.5

T, 109406, REL, 9506.5

T, 109407, REL, 9507.5

T, 109408, REL, 9508.5

T, 109409, REL, 9509.5

T, 109410, REL, 9510.5

T, 109411, REL, 9511.5

T, 109412, REL, 9512.5

T, 109413, REL, 9513.5

T, 109414, REL, 9514.5

T, 109415, REL, 9515.5

T, 109416, REL, 9516.5

T, 109417, REL, 9517.5

T, 109418, REL, 9518.5

T, 109419, REL, 9519.5

T, 109420, REL, 9520.5

T, 109421, REL, 9521.5

T, 109422, REL, 9522.5

T, 109423, REL, 9523.5

T, 109424, REL, 9524.5

T, 109425, REL, 9525.5

T, 109426, REL, 9526.5

T, 109427, REL, 9527.5

T, 109428, REL, 9528.5

T, 109429, REL, 9529.5

T, 109430, REL, 9530.5

T, 109431, REL, 9531.5

T, 109432, REL, 9532.5

T, 109433, REL, 9533.5

T, 109434, REL, 9534.5

T, 109435, REL, 9535.5

T, 109436, REL, 9536.5

T, 109437, REL, 9537.5

T, 109438, REL, 9538.5

T, 109439, REL, 9539.5

T, 109440, REL, 9540.5

T, 109441, REL, 9541.5

T, 109442, REL, 9542.5

T, 109443, REL, 9543.5

T, 109444, REL, 9544.5

T, 109445, REL, 9545.5

T, 109446, REL, 9546.5

T, 109447, REL, 9547.5

T, 109448, REL, 9548.5

T, 109449, REL, 9549.5

T, 109450, REL, 9550.5

T, 109451, REL, 9551.5

T, 109452, REL, 9552.5

T, 109453, REL, 9553.5

T, 109454, REL, 9554.5

T, 109455, REL, 9555.5

T, 109456, REL, 9556.5

T, 109457, REL, 9557.5

T, 109458, REL, 9558.5

T, 109459, REL, 9559.5

T, 109460, REL, 9560.5

T, 109461, REL, 9561.5

T, 109462, REL, 9562.5

T, 109463, REL, 9563.5

T, 109464, REL, 9564.5

T, 109465, REL, 9565.5

T, 109466, REL, 9566.5

T, 109467, REL, 9567.5

T, 109468, REL, 9568.5

T, 109469, REL, 9569.5

T, 109470, REL, 9570.5

T, 109471, REL, 9571.5

T, 109472, REL, 9572.5

T, 109473, REL, 9573.5

T, 109474, REL, 9574.5

T, 109475, REL, 9575.5

T, 109476, REL, 9576.5

T, 109477, REL, 9577.5

T, 109478, REL, 9578.5

T, 109479, REL, 9579.5

T, 109480, REL, 9580.5

T, 109481, REL, 9581.5

T, 109482, REL, 9582.5

T, 109483, REL, 9583.5

T, 109484, REL, 9584.5

T, 109485, REL, 9585.5

T, 109486, REL, 9586.5

T, 109487, REL, 9587.5

T, 109488, REL, 9588.5

T, 109489, REL, 9589.5

T, 109490, REL, 9590.5

T, 109491, REL, 9591.5

T, 109492, REL, 9592.5

T, 109493, REL, 9593.5

T, 109494, REL, 9594.5

T, 109495, REL, 9595.5

T, 109496, REL, 9596.5

T, 109497, REL, 9597.5

T, 109498, REL, 9598.5

T, 109499, REL, 9599.5

T, 109500, REL, 9600.5

T, 109501, REL, 9601.5

T, 109502, REL, 9602.5

T, 109503, REL, 9603.5

T, 109504, REL, 9604.5

T, 109505, REL, 9605.5

T, 109506, REL, 9606.5

T, 109507, REL, 9607.5

T, 109508, REL, 9608.5

T, 109509, REL, 9609.5

T, 109510, REL, 9610.5

T, 109511, REL, 9611.5

T, 109512, REL, 9612.5

T, 109513, REL, 9613.5

T, 109514, REL, 9614.5

T, 109515, REL, 9615.5

T, 109516, REL, 9616.5

T, 109517, REL, 9617.5

T, 109518, REL, 9618.5

T, 109519, REL, 9619.5

T, 109520, REL, 9620.5

T, 109521, REL, 9621.5

T, 109522, REL, 9622.5

T, 109523, REL, 9623.5

T, 109524, REL, 9624.5

T, 109525, REL, 9625.5

T, 109526, REL, 9626.5

T, 109527, REL, 9627.5

T, 109528, REL, 9628.5

T, 109529, REL, 9629.5

T, 109530, REL, 9630.5

T, 109531, REL, 9631.5

T, 109532, REL, 9632.5

T, 109533, REL, 9633.5

T, 109534, REL, 9634.5

T, 109535, REL, 9635.5

T, 109536, REL, 9636.5

T, 109537, REL, 9637.5

T, 109538, REL, 9638.5

T, 109539, REL, 9639.5

T, 109540, REL, 9640.5

T, 109541, REL, 9641.5

T, 109542, REL, 9642.5

T, 109543, REL, 9643.5

T, 109544, REL, 9644.5

T, 109545, REL, 9645.5

T, 109546, REL, 9646.5

T, 109547, REL, 9647.5

T, 109548, REL, 9648.5

T, 109549, REL, 9649.5

T, 109550, REL, 9650.5

T, 109551, REL, 9651.5

T, 109552, REL, 9652.5

T, 109553, REL, 9653.5

T, 109554, REL, 9654.5

T, 109555, REL, 9655.5

T, 109556, REL, 9656.5

T, 109557, REL, 9657.5

T, 109558, REL, 9658.5

T, 109559, REL, 9659.5

T, 109560, REL, 9660.5

T, 109561, REL, 9661.5

T, 109562, REL, 9662.5

T, 109563, REL, 9663.5

T, 109564, REL, 9664.5

T, 109565, REL, 9665.5

T, 109566, REL, 9666.5

T, 109567, REL, 9667.5

T, 109568, REL, 9668.5

T, 109569, REL, 9669.5

T, 109570, REL, 9670.5

T, 109571, REL, 9671.5

T, 109572, REL, 9672.5

T, 109573, REL, 9673.5

T, 109574, REL, 9674.5

T, 109575, REL, 9675.5

T, 109576, REL, 9676.5

T, 109577, REL, 9677.5

T, 109578, REL, 9678.5

T, 109579, REL, 9679.5

T, 109580, REL, 9680.5

T, 109581, REL, 9681.5

T, 109582, REL, 9682.5

T, 109583, REL, 9683.5

T, 109584, REL, 9684.5

T, 109585, REL, 9685.5

T, 109586, REL, 9686.5

T, 109587, REL, 9687.5

T, 109588, REL, 9688.5

T, 109589, REL, 9689.5

T, 109590, REL, 9690.5

T, 109591, REL, 9691.5

T, 109592, REL, 9692.5

T, 109593, REL, 9693.5

T, 109594, REL, 9694.5

T, 109595, REL, 9695.5

T, 109596, REL, 9696.5

T, 109597, REL, 9697.5

T, 109598, REL, 9698.5

T, 109599, REL, 9699.5

T, 109600, REL, 9700.5

T, 109601, REL, 9701.5

T, 109602, REL, 9702.5

T, 109603, REL, 9703.5

T, 109604, REL, 9704.5

T, 109605, REL, 9705.5

T, 109606, REL, 9706.5

T, 109607, REL, 9707.5

T, 109608, REL, 9708.5

T, 109609, REL, 9709.5

T, 109610, REL, 9710.5

T, 109611, REL, 9711.5

T, 109612, REL, 9712.5

T, 109613, REL, 9713.5

T, 109614, REL, 9714.5

T, 109615, REL, 9715.5

T, 109616, REL, 9716.5

T, 109617, REL, 9717.5

T, 109618, REL, 9718.5

T, 109619, REL, 9719.5

T, 109620, REL, 9720.5

T, 109621, REL, 9721.5

T, 109622, REL, 9722.5

T, 109623, REL, 9723.5

T, 109624, REL, 9724.5

T, 109625, REL, 9725.5

T, 109626, REL, 9726.5

T, 109627, REL, 9727.5

T, 109628, REL, 9728.5

T, 109629, REL, 9729.5

T, 109630, REL, 9730.5

T, 109631, REL, 9731.5

T, 109632, REL, 9732.5

T, 109633, REL, 9733.5

T, 109634, REL, 9734.5

T, 109635, REL, 9735.5

T, 109636, REL, 9736.5

T, 109637, REL, 9737.5

T, 109638, REL, 9738.5

T, 109639, REL, 9739.5

T, 109640, REL, 9740.5

T, 109641, REL, 9741.5

T, 109642, REL, 9742.5

T, 109643, REL, 9743.5

T, 109644, REL, 9744.5

T, 109645, REL, 9745.5

T, 109646, REL, 9746.5

T, 109647, REL, 9747.5

T, 109648, REL, 9748.5

T, 109649, REL, 9749.5

T, 109650, REL, 9750.5

T, 109651, REL, 9751.5

T, 109652, REL, 9752.5

T, 109653, REL, 9753.5

T, 109654, REL, 9754.5

T, 109655, REL, 9755.5

T, 109656, REL, 9756.5

T, 109657, REL, 9757.5

T, 109658, REL, 9758.5

T, 109659, REL, 9759.5

T, 109660, REL, 9760.5

T, 109661, REL, 9761.5

T, 109662, REL, 9762.5

T, 109663, REL, 9763.5

T, 109664, REL, 9764.5

T, 109665, REL, 9765.5

T, 109666, REL, 9766.5

T, 109667, REL, 9767.5

T, 109668, REL, 9768.5

T, 109669, REL, 9769.5

T, 109670, REL, 9770.5

T, 109671, REL, 9771.5

T, 109672, REL, 9772.5

T, 109673, REL, 9773.5

T, 109674, REL, 9774.5

T, 109675, REL, 9775.5

T, 109676, REL, 9776.5

T, 109677, REL, 9777.5

T, 109678, REL, 9778.5

T, 109679, REL, 9779.5

T, 109680, REL, 9780.5

T, 109681, REL, 9781.5

T, 109682, REL, 9782.5

T, 109683, REL, 9783.5

T, 109684, REL, 9784.5

T, 109685, REL, 9785.5

T, 109686, REL, 9786.5

T, 109687, REL, 9787.5

T, 109688, REL, 9788.5

T, 109689, REL, 9789.5

T, 109690, REL, 9790.5

T, 109691, REL, 9791.5

T, 109692, REL, 9792.5

T, 109693, REL, 9793.5

T, 109694, REL, 9794.5

T, 109695, REL, 9795.5

T, 109696, REL, 9796.5

T, 109697, REL, 9797.5

T, 109698, REL, 9798.5

T, 109699, REL, 9799.5

T, 109700, REL, 9800.5

T, 109701, REL, 9801.5

T, 109702, REL, 9802.5

T, 109703, REL, 9803.5

T, 109704, REL, 9804.5

T, 109705, REL, 9805.5

T, 109706, REL, 9806.5

T, 109707, REL, 9807.5

T, 109708, REL, 9808.5

T, 109709, REL, 9809.5

T, 109710, REL, 9810.5

T, 109711, REL, 9811.5

T, 109712, REL, 9812.5

T, 109713, REL, 9813.5

T, 109714, REL, 9814.5

T, 109715, REL, 9815.5

T, 109716, REL, 9816.5

T, 109717, REL, 9817.5

T, 109718, REL, 9818.5

T, 109719, REL, 9819.5

T, 109720, REL, 9820.5

T, 109721, REL, 9821.5

T, 109722, REL, 9822.5

T, 109723, REL, 9823.5

T, 109724, REL, 9824.5

T, 109725, REL, 9825.5

T, 109726, REL, 9826.5

T, 109727, REL, 9827.5

T, 109728, REL, 9828.5

T, 109729, REL, 9829.5

T, 109730, REL, 9830.5

T, 109731, REL, 9831.5

T, 109732, REL, 9832.5

T, 109733, REL, 9833.5

T, 109734, REL, 9834.5

T, 109735, REL, 9835.5

T, 109736, REL, 9836.5

T, 109737, REL, 9837.5

T, 109738, REL, 9838.5

T, 109739, REL, 9839.5

T, 109740, REL, 9840.5

T, 109741, REL, 9841.5

T, 109742, REL, 9842.5

T, 109743, REL, 9843.5

T, 109744, REL, 9844.5

T, 109745, REL, 9845.5

T, 109746, REL, 9846.5

T, 109747, REL, 9847.5

T, 109748, REL, 9848.5

T, 109749, REL, 9849.5

T, 109750, REL, 9850.5

T, 109751, REL, 9851.5

T, 109752, REL, 9852.5

T, 109753, REL, 9853.5

T, 109754, REL, 9854.5

T, 109755, REL, 9855.5

T, 109756, REL, 9856.5

T, 109757, REL, 9857.5

T, 109758, REL, 9858.5

T, 109759, REL, 9859.5

T, 109760, REL, 9860.5

T, 109761, REL, 9861.5

T, 109762, REL, 9862.5

T, 109763, REL, 9863.5

T, 109764, REL, 9864.5

T, 109765, REL, 9865.5

T, 109766, REL, 9866.5

T, 109767, REL, 9867.5

T, 109768, REL, 9868.5

T, 109769, REL, 9869.5

T, 109770, REL, 9870.5

T, 109771, REL, 9871.5

T, 109772, REL, 9872.5

T, 109773, REL, 9873.5

T, 109774, REL, 9874.5

T, 109775, REL, 9875.5

T, 109776, REL, 9876.5

T, 109777, REL, 9877.5

T, 109778, REL, 9878.5

T, 109779, REL, 9879.5

T, 109780, REL, 9880.5

T, 109781, REL, 9881.5

T, 109782, REL, 9882.5

T, 109783, REL, 9883.5

T, 109784, REL, 9884.5

T, 109785, REL, 9885.5

T, 109786, REL, 9886.5

T, 109787, REL, 9887.5

T, 109788, REL, 9888.5

T, 109789, REL, 9889.5

T, 109790, REL, 9890.5

T, 109791, REL, 9891.5

T, 109792, REL, 9892.5

T, 109793, REL, 9893.5

T, 109794, REL, 9894.5

T, 109795, REL, 9895.5

T, 109796, REL, 9896.5

T, 109797, REL, 9897.5

T, 109798, REL, 9898.5

T, 109799, REL, 9899.5

T, 109800, REL, 9900.5

T, 109801, REL, 9901.5

T, 109802, REL, 9902.5

T, 109803, REL, 9903.5

T, 109804, REL, 9904.5

T, 109805, REL, 9905.5

T, 109806, REL, 9906.5

T, 109807, REL, 9907.5

T, 109808, REL, 9908.5

T, 109809, REL, 9909.5

T, 109810, REL, 9910.5

T, 109811, REL, 9911.5

T, 109812, REL, 9912.5

T, 109813, REL, 9913.5

T, 109814, REL, 9914.5

T, 109815, REL, 9915.5

T, 109816, REL, 9916.5

T, 109817, REL, 9917.5

T, 109818, REL, 9918.5

T, 109819, REL, 9919.5

T, 109820, REL, 9920.5

T, 109821, REL, 9921.5

T, 109822, REL, 9922.5

T, 109823, REL, 9923.5

T, 109824, REL, 9924.5

T, 109825, REL, 9925.5

T, 109826, REL, 9926.5

T, 109827, REL, 9927.5

T, 109828, REL, 9928.5

T, 109829, REL, 9929.5

T, 109830, REL, 9930.5

T, 109831, REL, 9931.5

T, 109832, REL, 9932.5

T, 109833, REL, 9933.5

T, 109834, REL, 9934.5

T, 109835, REL, 9935.5

T, 109836, REL, 9936.5

T, 109837, REL, 9937.5

T, 109838, REL, 9938.5

T, 109839, REL, 9939.5

T, 109840, REL, 9940.5

T, 109841, REL, 9941.5

T, 109842, REL, 9942.5

T, 109843, REL, 9943.5

T, 109844, REL, 9944.5

T, 109845, REL, 9945.5

T, 109846, REL, 9946.5

T, 109847, REL, 9947.5

T, 109848, REL, 9948.5

T, 109849, REL, 9949.5

T, 109850, REL, 9950.5

T, 109851, REL, 9951.5

T, 109852, REL, 9952.5

T, 109853, REL, 9953.5

T, 109854, REL, 9954.5

T, 109855, REL, 9955.5

T, 109856, REL, 9956.5

T, 109857, REL, 9957.5

T, 109858, REL, 9958.5

T, 109859, REL, 9959.5

T, 109860, REL, 9960.5

T, 109861, REL, 9961.5

T, 109862, REL, 9962.5

T, 109863, REL, 9963.5

T, 109864, REL, 9964.5

T, 109865, REL, 9965.5

T, 109866, REL, 9966.5

T, 109867, REL, 9967.5

T, 109868, REL, 9968.5

T, 109869, REL, 9969.5

T, 109870, REL, 9970.5

T, 109871, REL, 9971.5

T, 109872, REL, 9972.5

T, 109873, REL, 9973.5

T, 109874, REL, 9974.5

T, 109875, REL, 9975.5

T, 109876, REL, 9976.5

T, 109877, REL, 9977.5

T, 109878, REL, 9978.5

T, 109879, REL, 9979.5

T, 109880, REL, 9980.5

T, 109881, REL, 9981.5

T, 109882, REL, 9982.5

T, 109883, REL, 9983.5

T, 109884, REL, 9984.5

T, 109885, REL, 9985.5

T, 109886, REL, 9986.5

T, 109887, REL, 9987.5

T, 109888, REL, 9988.5

T, 109889, REL, 9989.5

T, 109890, REL, 9990.5

T, 109891, REL, 9991.5

T, 109892, REL, 9992.5

T, 109893, REL, 9993.5

T, 109894, REL, 9994.5

T, 109895, REL, 9995.5

T, 109896, REL, 9996.5

T, 109897, REL, 9997.5

T, 109898, REL, 9998.5

T, 109899, REL, 9999.5

T, 109900, REL, 10000.5

T, 109901, REL, 10001.5

T, 109902, REL, 10002.5

T, 109903, REL, 10003.5

T, 109904, REL, 10004.5

T, 109905, REL, 10005.5

T, 109906, REL, 10006.5

T, 109907, REL, 10007.5

T, 109908, REL, 10008.5

T, 109909, REL, 10009.5

T, 109910, REL, 10010.5

T, 109911, REL, 10011.5

T, 109912, REL, 10012.5

T, 109913, REL, 10013.5

T, 109914, REL, 10014.5

T, 109915, REL, 10015.5

T, 109916, REL, 10016.5

T, 109917, REL, 10017.5

T, 109918, REL, 10018.5

T, 109919, REL, 10019.5

T, 109920, REL, 10020.5

T, 109921, REL, 10021.5

T, 109922, REL, 10022.5

T, 109923, REL, 10023.5

T, 109924, REL, 10024.5

T, 109925, REL, 10025.5

T, 109926, REL, 10026.5

T, 109927, REL, 10027.5

T, 109928, REL, 10028.5

T, 109929, REL, 10029.5

T, 109930, REL, 10030.5

T, 109931, REL, 10031.5

T, 109932, REL, 10032.5

T, 109933, REL, 10033.5

T, 109934, REL, 10034.5

T, 109935, REL, 10035.5

T, 109936, REL, 10036.5

T, 109937, REL, 10037.5

T, 109938, REL, 10038.5

T, 109939, REL, 10039.5

T, 109940, REL, 10040.5

T, 109941, REL, 10041.5

T, 109942, REL, 10042.5

T, 109943, REL, 10043.5

T, 109944, REL, 10044.5

T, 109945, REL, 10045.5

T, 109946, REL, 10046.5

T, 109947, REL, 10047.5

T, 109948, REL, 10048.5

T, 109949, REL, 10049.5

T, 109950, REL, 10050.5

T, 109951, REL, 10051.5

T, 109952, REL, 10052.5

T, 109953, REL, 10053.5

T, 109954, REL, 10054.5

T, 109955, REL, 10055.5

T, 109956, REL, 10056.5

T, 109957, REL, 10057.5

T, 109958, REL, 10058.5

T, 109959, REL, 10059.5

T, 109960, REL, 10060.5

T, 109961, REL, 10061.5

T, 109962, REL, 10062.5

T, 109963, REL, 10063.5

T, 109964, REL, 10064.5

T, 109965, REL, 10065.5

T, 109966, REL, 10066.5

T, 109967, REL, 10067.5

T, 109968, REL, 10068.5

T, 109969, REL, 10069.5

T, 109970, REL, 10070.5

T, 109971, REL, 10071.5

T, 109972, REL, 10072.5

T, 109973, REL, 10073.5

T, 109974, REL, 10074.5

T, 109975, REL, 10075.5

T, 109976, REL, 10076.5

T, 109977, REL, 10077.5

T, 109978, REL, 10078.5

T, 109979, REL, 10079.5

T, 109980, REL, 10080.5

T, 109981, REL, 10081.5

T, 109982, REL, 10082.5

T, 109983, REL, 10083.5

T, 109984, REL, 10084.5

T, 109985, REL, 10085.5

T, 109986, REL, 10086.5

T, 109987, REL, 10087.5

T, 109988, REL, 10088.5

T, 109989, REL, 10089.5

T, 109990, REL, 10090.5

T, 109991, REL, 10091.5

T, 109992, REL, 10092.5

T, 109993, REL, 10093.5

T, 109994, REL, 10094.5

T, 109995, REL, 10095.5

T, 109996, REL, 10096.5

T, 109997, REL, 10097.5

T, 109998, REL, 10098.5

T, 100000, REL, 100.5

T, 100001, REL, 101.5

T, 100002, REL, 102.5

T, 100003, REL, 103.5

T, 100004, REL, 104.5

T, 100005, REL, 105.5

T, 100006, REL, 106.5

T, 100007, REL, 107.5

T, 100008, REL, 108.5

T, 100009, REL, 109.5

T, 100010, REL, 110.5

T, 100011, REL, 111.5

T, 100012, REL, 112.5

T, 100013, REL, 113.5

T, 100014, REL, 114.5

T, 100015, REL, 115.5

T, 100016, REL, 116.5

T, 100017, REL, 117.5

T, 100018, REL, 118.5

T, 100019, REL, 119.5

T, 100020, REL, 120.5

T, 100021, REL, 121.5

T, 100022, REL, 122.5

T, 100023, REL, 123.5

T, 100024, REL, 124.5

T, 100025, REL, 125.5

T, 100026, REL, 126.5

T, 100027, REL, 127.5

T, 100028, REL, 128.5

T, 100029, REL, 129.5

T, 100030, REL, 130.5

T, 100031, REL, 131.5

T, 100032, REL, 132.5

T, 100033, REL, 133.5

T, 100034, REL, 134.5

T, 100035, REL, 135.5

T, 100036, REL, 136.5

T, 100037, REL, 137.5

T, 100038, REL, 138.5

T, 100039, REL, 139.5

T, 100040, REL, 140.5

T, 100041, REL, 141.5

T, 100042, REL, 142.5

T, 100043, REL, 143.5

T, 100044, REL, 144.5

T, 100045, REL, 145.5

T, 100046, REL, 146.5

T, 100047, REL, 147.5

T, 100048, REL, 148.5

T, 100049, REL, 149.5

T, 100050, REL, 150.5

T, 100051, REL, 151.5

T, 100052, REL, 152.5

T, 100053, REL, 153.5

T, 100054, REL, 154.5

T, 100055, REL, 155.5

T, 100056, REL, 156.5

T, 100057, REL, 157.5

T, 100058, REL, 158.5

T, 100059, REL, 159.5

T, 100060, REL, 160.5

T, 100061, REL, 161.5

T, 100062, REL, 162.5

T, 100063, REL, 163.5

T, 100064, REL, 164.5

T, 100065, REL, 165.5

T, 100066, REL, 166.5

T, 100067, REL, 167.5

T, 100068, REL, 168.5

T, 100069, REL, 169.5

T, 100070, REL, 170.5

T, 100071, REL, 171.5

T, 100072, REL, 172.5

T, 100073, REL, 173.5

T, 100074, REL, 174.5

T, 100075, REL, 175.5

T, 100076, REL, 176.5

T, 100077, REL, 177.5

T, 100078, REL, 178.5

T, 100079, REL, 179.5

T, 100080, REL, 180.5

T, 100081, REL, 181.5

T, 100082, REL, 182.5

T, 100083, REL, 183.5

T, 100084, REL, 184.5

T, 100085, REL, 185.5

T, 100086, REL, 186.5

T, 100087, REL, 187.5

T, 100088, REL, 188.5

T, 100089, REL, 189.5

T, 100090, REL, 190.5

T, 100091, REL, 191.5

T, 100092, REL, 192.5

T, 100093, REL, 193.5

T, 100094, REL, 194.5

T, 100095, REL, 195.5

T, 100096, REL, 196.5

T, 100097, REL, 197.5

T, 100098, REL, 198.5

T, 100099, REL, 199.5

T, 100100, REL, 200.5

T, 100101, REL, 201.5

T, 100102, REL, 202.5

T, 100103, REL, 203.5

T, 100104, REL, 204.5

T, 100105, REL, 205.5

T, 100106, REL, 206.5

T, 100107, REL, 207.5

T, 100108, REL, 208.5

T, 100109, REL, 209.5

T, 100110, REL, 210.5

T, 100111, REL, 211.5

T, 100112, REL, 212.5

T, 100113, REL, 213.5

T, 100114, REL, 214.5

T, 100115, REL, 215.5

T, 100116, REL, 216.5

T, 100117, REL, 217.5

T, 100118, REL, 218.5

T, 100119, REL, 219.5

T, 100120, REL, 220.5

T, 100121, REL, 221.5

T, 100122, REL, 222.5

T, 100123, REL, 223.5

T, 100124, REL, 224.5

T, 100125, REL, 225.5

T, 100126, REL, 226.5

T, 100127, REL, 227.5

T, 100128, REL, 228.5

T, 100129, REL, 229.5

T, 100130, REL, 230.5

T, 100131, REL, 231.5

T, 100132, REL, 232.5

T, 100133, REL, 233.5

T, 100134, REL, 234.5

T, 100135, REL, 235.5

T, 100136, REL, 236.5

T, 100137, REL, 237.5

T, 100138, REL, 238.5

T, 100139, REL, 239.5

T, 100140, REL, 240.5

T, 100141, REL, 241.5

T, 100142, REL, 242.5

T, 100143, REL, 243.5

T, 100144, REL, 244.5

T, 100145, REL, 245.5

T, 100146, REL, 246.5

T, 100147, REL, 247.5

T, 100148, REL, 248.5

T, 100149, REL, 249.5

T, 100150, REL, 250.5

T, 100151, REL, 251.5

T, 100152, REL, 252.5

T, 100153, REL, 253.5

T, 100154, REL, 254.5

T, 100155, REL, 255.5

T, 100156, REL, 256.5

T, 100157, REL, 257.5

T, 100158, REL, 258.5

T, 100159, REL, 259.5

T, 100160, REL, 260.5

T, 100161, REL, 261.5

T, 100162, REL, 262.5

T, 100163, REL, 263.5

T, 100164, REL, 264.5

T, 100165, REL, 265.5

T, 100166, REL, 266.5

T, 100167, REL, 267.5

T, 100168, REL, 268.5

T, 100169, REL, 269.5

T, 100170, REL, 270.5

T, 100171, REL, 271.5

T, 100172, REL, 272.5

T, 100173, REL, 273.5

T, 100174, REL, 274.5

T, 100175, REL, 275.5

T, 100176, REL, 276.5

T, 100177, REL, 277.5

T, 100178, REL, 278.5

T, 100179, REL, 279.5

T, 100180, REL, 280.5

T, 100181, REL, 281.5

T, 100182, REL, 282.5

T, 100183, REL, 283.5

T, 100184, REL, 284.5

T, 100185, REL, 285.5

T, 100186, REL, 286.5

T, 100187, REL, 287.5

T, 100188, REL, 288.5

T, 100189, REL, 289.5

T, 100190, REL, 290.5

T, 100191, REL, 291.5

T, 100192, REL, 292.5

T, 100193, REL, 293.5

T, 100194, REL, 294.5

T, 100195, REL, 295.5

T, 100196, REL, 296.5

T, 100197, REL, 297.5

T, 100198, REL, 298.5

T, 100199, REL, 299.5

T, 100200, REL, 300.5

T, 100201, REL, 301.5

T, 100202, REL, 302.5

T, 100203, REL, 303.5

T, 100204, REL, 304.5

T, 100205, REL, 305.5

T, 100206, REL, 306.5

T, 100207, REL, 307.5

T, 100208, REL, 308.5

T, 100209, REL, 309.5

T, 100210, REL, 310.5

T, 100211, REL, 311.5

T, 100212, REL, 312.5

T, 100213, REL, 313.5

T, 100214, REL, 314.5

T, 100215, REL, 315.5

T, 100216, REL, 316.5

T, 100217, REL, 317.5

T, 100218, REL, 318.5

T, 100219, REL, 319.5

T, 100220, REL, 320.5

T, 100221, REL, 321.5

T, 100222, REL, 322.5

T, 100223, REL, 323.5

T, 100224, REL, 324.5

T, 100225, REL, 325.5

T, 100226, REL, 326.5

T, 100227, REL, 327.5

T, 100228, REL, 328.5

T, 100229, REL, 329.5

T, 100230, REL, 330.5

T, 100231, REL, 331.5

T, 100232, REL, 332.5

T, 100233, REL, 333.5

T, 100234, REL, 334.5

T, 100235, REL, 335.5

T, 100236, REL, 336.5

T, 100237, REL, 337.5

T, 100238, REL, 338.5

T, 100239, REL, 339.5

T, 100240, REL, 340.5

T, 100241, REL, 341.5

T, 100242, REL, 342.5

T, 100243, REL, 343.5

T, 100244, REL, 344.5

T, 100245, REL, 345.5

T, 100246, REL, 346.5

T, 100247, REL, 347.5

T, 100248, REL, 348.5

T, 100249, REL, 349.5

T, 100250, REL, 350.5

T, 100251, REL, 351.5

T, 100252, REL, 352.5

T, 100253, REL, 353.5

T, 100254, REL, 354.5

T, 100255, REL, 355.5

T, 100256, REL, 356.5

T, 100257, REL, 357.5

T, 100258, REL, 358.5

T, 100259, REL, 359.5

T, 100260, REL, 360.5

T, 100261, REL, 361.5

T, 100262, REL, 362.5

T, 100263, REL, 363.5

T, 100264, REL, 364.5

T, 100265, REL, 365.5

T, 100266, REL, 366.5

T, 100267, REL, 367.5

T, 100268, REL, 368.5

T, 100269, REL, 369.5

T, 100270, REL, 370.5

T, 100271, REL, 371.5

T, 100272, REL, 372.5

T, 100273, REL, 373.5

T, 100274, REL, 374.5

T, 100275, REL, 375.5

T, 100276, REL, 376.5

T, 100277, REL, 377.5

T, 100278, REL, 378.5

T, 100279, REL, 379.5

T, 100280, REL, 380.5

T, 100281, REL, 381.5

T, 100282, REL, 382.5

T, 100283, REL, 383.5

T, 100284, REL, 384.5

T, 100285, REL, 385.5

T, 100286, REL, 386.5

T, 100287, REL, 387.5

T, 100288, REL, 388.5

T, 100289, REL, 389.5

T, 100290, REL, 390.5

T, 100291, REL, 391.5

T, 100292, REL, 392.5

T, 100293, REL, 393.5

